occurrenceID,institutionCode,catalogNumber,sex,scientificName,country,verbatime,recordedBy,lifeStage,bibliographicCitation,AssociatedTaxa,TypeStatus,kingdom,class,order,family,rank,scientificNameAuthorship,genus,specificEpithet,eventDate,verbatimEventDate,decimalLatitude,decimalLongitude,coordinatuncertantyinmeters,habitat,minimumElevationInMeters,maximumElevationInMeters,stateProvince,county,municipality,locationRemarks,samplingprotocol,Column,rights,rightsHolder
878c4d76-85ac-11ea-bc55-0242ac130003,UFES,CNCHYMEN 132936,female,Gryonoides brasiliensis,Brazil,"BRAZIL: Anguas Vermelhas, Minas Gerais XII. 1983 M. Alvarenga",M. Alvarenga,adult,,,Holotype of Gryonoides brasiliensis,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,brasiliensis,1983-12,XII. 1983,-15.739468,-41.454623,3036,,,,Anguas Vermelhas,Minas Gerais,,,,,,
878c5000-85ac-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132937,female,Gryonoides brasiliensis,Brazil,"BRAZIL: Anguas Vermelhas, Minas Gerais XII. 1983 M. Alvarenga",M. Alvarenga,adult,,,Paratype of Gryonoides brasiliensis,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,brasiliensis,1984-12,XII. 1984,-15.739468,-41.454623,3036,,,,Anguas Vermelhas,Minas Gerais,,,,,,
000e4b3e-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 133023,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Loreto, Madre Selva Biol. Station, 11-13.ii.2013, T. Pucci, sweeping",T. Pucci,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,2013-02-11/13,11-13.ii.2013,-3.617222,-72.23556,1000,,,,,,,,,,,
000e172c-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132723,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e17f4-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132724,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e1966-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132725,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e1a2e-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132726,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e1aec-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132727,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e1c7c-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132728,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e1d4e-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132729,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e1ede-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132730,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e1fce-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132731,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, I. 1994 YPT J.L. Garcia in creekbed",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,I. 1994,10.2979,-67.6004,2000,Creek Bed,,,,,,,,,,
000e2122-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132732,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua Maracay, El Limón Pozo del Diablo 11.i.1996, M. Sharkey, YPT",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1996-01-11,11.i.1996,10.2979,-67.6004,2000,,,,,,,,,,,
000e224e-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132733,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua Maracay, Pozo del Diablo, 500m, i.1994 J.L.Garcia, creek, YPT",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,i.1994,10.2979,-67.6004,2000,Creek,500,500,,,,,,,,
000e2320-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132734,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua Maracay, Pozo del Diablo, 500m, i.1994 J.L.Garcia, creek, YPT",J. L. Garcia,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-01,i.1994,10.2979,-67.6004,2000,Creek,500,500,,,,,,,,
000e2492-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132753,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua Maracay, El Limón Pozo del Diablo 11.i.1996, M. Sharkey, MT/FIT",O. Roppa,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1996-01-11,11.i.1996,10.2979,-67.6004,2000,,,,,,,,,,,
000e2564-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132754,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua Maracay, El Limón Pozo del Diablo 11.i.1996, M. Sharkey, YPT",O. Roppa,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1996-01-11,11.i.1996,10.2979,-67.6004,2000,,,,,,,,,,,
000e2708-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132755,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua Maracay, El Limón Pozo del Diablo 11.i.1996, M. Sharkey, MT/FIT",O. Roppa,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1996-01-11,11.i.1996,10.2979,-67.6004,2000,,,,,,,,,,,
000e282a-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132756,female,Gryonoides flaviclavus flaviclavus,Brazil,"BRAZIL, Mato Grosso Sinop, Feb. 1976 O.Roppa mal.Trap",O. Roppa,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1976-02,Feb. 1976,-11.863708,-55.50269,5000,,,,,,,,,,,
000e2942-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132757,female,Gryonoides flaviclavus flaviclavus,Brazil,"BRAZIL, Mato Grosso Sinop, X.1975 M.Alvarenga, Mal.Trap",M. Alvarenga,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1975-10,X.1975,-11.863708,-55.50269,5000,,,,,,,,,,,
000e2a5a-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132758,female,Gryonoides flaviclavus flaviclavus,Brazil,"Brazil, Amazonas Estirar do Ecuador Rio Javari IX.1979 M. Alvarenga",M. Alvarenga,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1979-09,IX.1979,-4.59,-71.81,500,,,,,,,,,,,
000e2b7c-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132759,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Miranda 28kmN Altagracia Guatopo NP, El Lucero 14.VI-5.VIII.1987 S&J Peck 700m for.ravine, FIT-MT",S. & J. Peck,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1987-06-14/08-05,14.VI-5.VIII.1987,10.336325,-66.416667,,Forest Ravine,700,700,,,,,,,,
000e2d02-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132760,female,Gryonoides flaviclavus flaviclavus,Venezuela,"VENEZUELA: Aragua El Limon, Poso del Diablo, creek, 600m 13.IV.1994 L.Masner, V94-13 s.s.",L. Masner,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1994-04-13,13.IV.1994,10.2979,-67.6004,2000,Creek,600,600,,,,,,,,
000e2dd4-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132761,female,Gryonoides flaviclavus flaviclavus,Venezuela,"PERU: Tambopata Prov. Madre de Dios Dpto. 15kmNE Puerto Maldonado Reserva Cuzco Amazonica 12°33'S, 69°03W, 2000m 16.VII.1989. J.S. Ashe, FIT",J. S. Ashe,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1989-07-16,16.VII.1989.,-12.55,-69.05,,,2000,2000,,,,,,,,
000e4738-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132762,female,Gryonoides flaviclavus flaviclavus,Colombia,"COLOMBIA: Caqueta PNN Chiribiquete, Puerto Abeja, 0°4'6""N 72°26'48""W 250m, 2-12.ii.2000, C. Arenas, MT",C. Arenas,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,2000-02-02/12,2-12.ii.2000,0.06833333,-72.44667,,,250,250,,,,,,,,
000e4d78-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132763,female,Gryonoides flaviclavus flaviclavus,Suriname,"SURINAME: Marowijne, Perica, 70km E, Paramaribo,5°40'28''N; 54°36'31''W, 30.V-5.VI.1999,Z. Falin FIT",Z. Falin,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1999-05-30/06-05,30.V-5.VI.1999,5.674444,-54.60861,,,,,,,,,,,,
000e4c4c-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132765,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Tambopata Prov. Madre de Dios Dpto. 15kmN Madonado Reserva Cuzco Amazonica 12°33'S, 69°03W, 2000m 16.VII.1989. J.S. Ashe, FIT",J. S. Ashe,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1989-07-16,16.VII.1989.,-12.55,-69.05,,,2000,2000,,,,,,,,
000e4ecc-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135285,female,Gryonoides flaviclavus flaviclavus,Suriname,"SURINAME: Raleigh VallenVoltzberg Nat. Res. Foengae Island, Rain Forest, 26.I-15.II.82, J.M. Carpenter",J. M. Carpenter,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1982-01-26/02-15,26.I-15.II.82,4.72574,-56.205677,3000,Rainforest,,,,,,,,,,
000e500c-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135288,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e50d4-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135289,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e51a6-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135290,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Holotype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e53a4-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135291,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e5476-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135292,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e5606-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135293,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e56d8-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135294,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e582c-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135295,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e58f4-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135296,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e5a52-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135297,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e5c46-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135298,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e5d2c-8655-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 135299,female,Gryonoides flaviclavus flaviclavus,Peru,"PERU: Huanuco, Rio Llullapichis, 9°37'S, 74°56'W, 260m, 1.ix.1981 M. von Tschirnhaus, primary forest YPT",M. von Tschirnhaus,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1981-09-01,1.ix.1981,-9.616667,-74.933,100,Primary Rainforest,260,260,,,,,,,,
000e4896-8655-11ea-bc55-0242ac130003,CNCI,USNM_ENT ENT00872168,female,Gryonoides flaviclavus flaviclavus,Venezuela,"BarinasVenez january 1943, P.Anduze",Pablo Anduze,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flavicava,1943-01,January 1943,8.622609,-70.207404,1000,,,,,,,,,,,
cea74e10-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132766,female,Gryonoides flaviclavus nigrigaster,Panama,PANAMA: Panama Cerro Campana 825m 2.3 km W Capria 1-5.VI.1995 J.Ashe & R.Brooks FIT,J. Ashe & R. Brooks,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1995-06-1/5,1-5.VI.1995,8.774684,-79.915839,3000,,825,825,,,,,,,,
cea74f96-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132767,female,Gryonoides flaviclavus nigrigaster,Panama,PANAMA: Panama Cerro Campana 825m 2.3 km W Capria 1-5.VI.1995 J.Ashe & R.Brooks FIT,J. Ashe & R. Brooks,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1995-06-1/5,1-5.VI.1995,8.774684,-79.915839,3000,,825,825,,,,,,,,
cea7511c-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132768,female,Gryonoides flaviclavus nigrigaster,Panama,PANAMA: Panama Cerro Campana 825m 2.3 km W Capria 1-5.VI.1995 J.Ashe & R.Brooks FIT,J. Ashe & R. Brooks,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1995-06-1/5,1-5.VI.1995,8.774684,-79.915839,3000,,825,825,,,,,,,,
cea7531a-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132769,female,Gryonoides flaviclavus nigrigaster,Panama,PANAMA: Panama Cerro Campana 825m 2.3 km W Capria 1-5.VI.1995 J.Ashe & R.Brooks FIT,J. Ashe & R. Brooks,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1995-06-1/5,1-5.VI.1995,8.774684,-79.915839,3000,,825,825,,,,,,,,
cea75432-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132770,female,Gryonoides flaviclavus nigrigaster,Panama,PANAMA: Panama Cerro Campana 825m 2.3 km W Capria 1-5.VI.1995 J.Ashe & R.Brooks FIT,J. Ashe & R. Brooks,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1995-06-1/5,1-5.VI.1995,8.774684,-79.915839,3000,,825,825,,,,,,,,
cea75590-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132771,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Darien Cana Serrania de Pirre, 1250m 4-7.VI.1996 FIT J. Ashe & R.Brooks",J. Ashe & R. Brooks,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1996-06-4/7,4-7.VI.1996,7.766648,-77.723338,2000,,1250,1250,,,,,,,,
cea756f8-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132772,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Darien Cana Serrania de Pirre, 1250m 4-7.VI.1996 FIT J. Ashe & R.Brooks",J. Ashe & R. Brooks,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1996-06-4/7,4-7.VI.1996,7.766648,-77.723338,2000,,1250,1250,,,,,,,,
cea75b26-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132775,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Darien Serrania de Pirre Cana, 1200m FIT 7-9.VI.1996 J.Ashe, R.Brooks",J. Ashe & R. Brooks,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1996-06-7/9,7-9.VI.1996,7.766648,-77.723338,2000,,1200,1200,,,,,,,,
cea7c75a-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132776,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Cocle Parque Cerro Campana, 10-14.VIII.1990 A.Santos YPT",A. Santos,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1990-08-10/14,10-14.VIII.1990,8.680091,-79.921122,2000,,,,,,,,,,,
cea7c908-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132777,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Cocle Parque Cerro Campana, 10-14.VIII.1990 A.Santos YPT",A. Santos,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1990-08-10/14,10-14.VIII.1990,8.680091,-79.921122,2000,,,,,,,,,,,
cea7ca98-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132778,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Cocle Parque Cerro Campana, 10-14.VIII.1990 A.Santos YPT",A. Santos,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1990-08-10/14,10-14.VIII.1990,8.680091,-79.921122,2000,,,,,,,,,,,
cea7cb7e-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132779,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Cocle Parque Cerro Campana, 10-14.VIII.1990 A.Santos YPT",A. Santos,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1990-08-10/14,10-14.VIII.1990,8.680091,-79.921122,2000,,,,,,,,,,,
cea7cc5a-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132780,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Cocle Parque Cerro Campana, 10-14.VIII.1990 A.Santos YPT",A. Santos,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1990-08-10/14,10-14.VIII.1990,8.680091,-79.921122,2000,,,,,,,,,,,
cea7cd22-8654-11ea-bc55-0242ac130003,CNCI,CNCHYMEN 132781,female,Gryonoides flaviclavus nigrigaster,Panama,"PANAMA: Cocle Parque Cerro Campana, 10-14.VIII.1990 A.Santos YPT",A. Santos,adult,,,Paratype of Gryonoides flaviclavus,Animalia,Insecta,Hymenoptera,Scelionidae,species,Masner and Mikó,Gryonoides,flaviclavus,1990-08-10/14,10-14.VIII.1990,8.680091,-79.921122,2000,,,,,,,,,,,
